5310,Failed to update parameters of Run LED in the Common GUI,0
5311,Error in setting the color for the ABORT LED in Ignore Safe Mode modality,3
5312,Error in setting the background image!,0
5313,Error in operating the STOP button cover,0
5314,Error in switching uService view,0
5350,TCP Comms,0
5351,TCP Server: first message not received,0
5352,TCP Server: first message wrong,3
5353,TCP Server: Unknown error while opening the connection,3
5354,TCP Server: Init error,3
5355,TCP Writer/Listener: Error while closing the connection,0
5356,TCP Listener: Error decoding the message received,1
5357,TCP Writer: Set IP: Error decoding the IP string,3
5358,TCP Writer/Listener: Set Client ID: Error decoding the message,3
5359,TCP Writer: Error in sending the message: connection closed by the client!,3
5360,TCP Writer: Error in sending the message: Timeout error,1
5361,TCP Writer: Error in sending the message: unknown error,1
5362,TCP Listener: Error in listening: connection closed by the client,3
5363,TCP Listener: Unknown error while listening,1
5364,TCP Writer: Error in encoding the message,1
5365,TCP Server: error in closing the communication with an external error sender,0
5366,TCP Writer: trying to reopen a valid connection,0
5367,TCP Listener: trying to listen from an invalid connection,1
5368,TCP Writer: Message too long!,2
5369,TCP Writer: number of bytes written do not correspond to the length of the message!,1
5370,Kasli Server: wrong message!,2
5371,Kasli Server: unknown Kasli Name,2
5372,TCP Server: Error in rerouting message I exist to Guardian,3
5373,Error in sending a message to the TCP Server,3
5374,Error in sending (and reading) to the TCP Server,3
5375,TCP Server: Error while replying Who is the Bearer,3
5400,Error Manager,0
5401,Error in parsing the error message,3
5402,Error while init the Error Manager,3
5403,Error while digesting the error,3
5404,Error while dismissing the error selected,0
5405,Error while dismissing all errors ,0
5450,Config class,0
5451,Config class: init error,0
5452,Config class: empty config file path provided,0
5453,Config class: configuration doesn't exist,1
5454,Config class: Parameter not defined in this configuration,0
5455,Config class: No Current Config Set,2
5500,Run Tools,0
5501,Couldn't create a new Run Instance,0
5502,Optimiser SBlock: Cell isn't of the optimser type,0
5503,Cell not an optimiser cell,0
5504,Optimiser: error from Analysis Framework when calculating observables,1
5505,Optimiser: there was a problem running ALPACA_optimiser,2
5506,Optimiser: error creating the Std log file,2
5507,Optimiser: error creating the Error log file,2
5508,Optimiser: error creating the History log gile,2
5509,Optimiser: couldn't create a directory for logging,2
5510,Optimiser: Error while checking max NaN retries,0
5511,Optimiser: Too many retries of calculating observables,0
5512,Error while calculating a step in Advanced Mode (dividing by 0),0
5513,Error while calculating parameter values in Advanced Mode (step size equal to 0),0
5514,Parameter name cannot be an empty string,0
5515,Parameter value cannot be an empty string,0
5516,Wrong values in logarithmic mode,0
5517,Observable Name cannot be empty,0
5518,Number of exploration RUNs exceeds the number of iterations,0
5519,Parameter value outside the range,0
5520,Observable weights don't add up to one,0
5521,Couldn't create a Sblock,0
5522,Couldn't get a schedule from a sequence of SBlocks,0
5523,Error with accessing the Run Block from the reference,0
5524,Optimiser: parameter mismatch in updating the run values,0
5550,Kasli Interface,0
5551,Kasli Configuration not available,3
5552,Error initialising Kasli Interface,3
5553,Can't cast into the Kasli Interface,3
5600,Kasli Wrapper,0
5601,There was an error parsing the StdOut,0
5602,There was an error parsing the StdErr,1
5603,Wrapper failed to write the bat file,1
5604,Error while starting/stopping the Master shell!,3
5605,Impossible to send the StdOut/Err logs to the DAQ (already closed?),1
5606,Error in submitting the script to the Kasli,1
5607,Error decoding the Kasli Name,3
5608,Error creating a directory for bats,3
5609,Error in sending the StdOut/Err to the DAQ,1
5610,Error in sending the Batman!... To the DAQ,0
5611,Kasli Error (unhandled)!,0
5612,Kasli Wrapper: Can't update the uService Name GUI,0
5613,Kasli Wrapper: Failed submitting StopRun Script!,3
5614,Kasli Error in Client!,3
5615,Kasli Error!,0
5616,Error trying to initialize Kasli Wrapper,0
5617,Error logging Kasli StdOut,0
5618,Error logging Kasli StdErr,0
5650,Scheduler,0
5651,Error while launching the Add Runs floating panel,0
5652,Scheduler error while Updating a SBlock,0
5653,Scheduler couldn't update its GUI,0
5654,Failed to launch the preview window,0
5655,Failed to launch a file browser window,0
5656,Error preparing the preview window,0
5657,Couldn't add a new Sblocks,0
5658,Failed to update the continuous flag,0
5659,Wrong selection argument,0
5660,Failed to split/combine schedules,0
5661,Trying to split multicolumn schedule,0
5662,Scheduler: error while changing the sync. mask,0
5663,Scheduler: error with rescheduling ,0
5664,Scheduler: error populating lists of parameter names,0
5665,Scheduler: error updating Parameter Names in Add RUN Window,0
5666,Scheduler::Error while updating subpanels in the Add Run,0
5667,Error enabling/disabling controls on the GUI,0
5668,Error initialising scheduler,0
5669,Error while trying to append loaded schedules,0
5670,Error setting up the Run Window,0
5700,Monkey,0
5701,Monkey received unrecognised schedule message,3
5702,Criticality Level outside working range,3
5703,Error in decoding Criticality Level from Kasli,3
5704,Monkey: wrong message passed to JetLag,3
5705,Monkey: Delay too big (or negative?) - coerced,0
5706,Monkey: Error in JetLagging a message!,3
5707,Monkey: Jetlagging jetlag! Loop!,3
5708,Monkey: error in accessing some front panel items to generate the status,0
5709,Can't update the picture of the Monkey!,0
5710,Wrong message format in Script Check Result,0
5711,Monkey: Error reporting the status,0
5712,Monkey: Can't update the uService Name GUI,0
5713,Monkey: Something went wrong with Obtaining observables from optimiser,2
5714,Monkey: Something went wrong with calculating new parameters from the optimer,2
5715,Monkey: a problem performing Quality Check,2
5716,Optimiser: Couldn't read the optimiser wait time,0
5717,Optimiser finished: best parameters were already reached,0
5718,Script not found,0
5719,Script name empty!,0
5720,Failed to create Analysis Framework object,0
5721,Error when finishing the current script,0
5722,Monkey:run didn't pass the quality check,0
5750,Tamer,0
5751,Tamer: Error while trying to sort schedules and sync mask!,0
5752,Unrecognised FPGA name,2
5753,Schedule has wrong format,3
5754,Wrong number of schedules for prepared Monkeys,3
5755,Wrong Monkey ID,2
5756,Parallel operation: Sync Mask is Missing,3
5757,Wrong data from the Script Checker,3
5758,This Monkey already sent Script Check Result,3
5759,Monkey not in the Sync Mask,3
5760,Script Checks don't match Sync List,3
5761,Process with this Monkey ID not found,3
5762,Process with this FPGA Name not found,3
5763,Synced Process not found,3
5764,Process not found,3
5765,FPGA already sent banana,3
5766,Bananas don't match Sync List,3
5767,Error in processing the Banana,3
5768,Error creating while setting the GUI for new Run,0
5769,Error while updating Monkey Status in Tamer GUI,0
5770,Wrong report message from Monkey,0
5771,Tamer: Couldn't check if any Monkey is running,0
5772,Tamer: error in accessing some front panel items to generate the status,0
5773,Tamer: I don't know who died (no ID passed),0
5774,Tamer: error while trying to rerun skipped scripts,0
5775,Tamer: error while trying to reschedule skipped scripts,0
5776,,0
5777,Tamer: Error writing action history log,0
5778,Init RUN aborted because timeout,1
5779,Init RUN aborted because ABORT was True,3
5780,Init RUN aborted because lists didn't match,1
5781,Init RUN aborted because uService replied No Go,1
5782,Init RUN aborted because Guardian replied No Go,1
5783,Init RUN aborted because uService reply was not readable,1
5784,Init RUN aborted because Guardian reply was not readable,1
5785,Error while stopping the Ready to Launch procedure,1
5786,Tamer: too many RtL tried! Stopping.,0
5787,Script built for a different FPGA than scheduled,0
5788,Criticality Level outside working range,0
5789,Error decoding B4n4n4 from FPGA,3
5790,Tamer: wrong message passed to JetLag,1
5791,Tamer: Jetlag delay too big (or negative?) - coerced,0
5792,Tamer: Error in JetLagging a message!,3
5793,Tamer: Jetlagging jetlag! Loop!,3
5794,Can't update the picture of the Tamer,0
5795,Failed to launch the Debug Window,0
5796,Error trying to stop uServices in the process,0
5797,Cannot update the process selector on the GUI,0
5800,FPGA Messages,0
5801,FPGA returned Retry,0
5802,FPGA returned Skip,0
5803,FPGA returned Stop,0
5804,FPGA returned ABORT,0
5820,DAQ Manager,0
5821,An error occurred while starting up the DAQ,1
5822,An error occurred while getting the status of the DAQ,1
5823,An error occurred while stopping the DAQ,0
5824,Wrong data to send to metadata,2
5825,Error while sending metadata to the DAQ,1
5826,Impossible to decode the message to send to the DAQ,2
5999,JKI-DotNET System Exec - Error of KERNEL32 when sending Ctrl-C to the process,3
